date,state,committee,type,number of studies
12/12/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Proposal,1
12/12/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,4
12/12/2018,Isfahan,Islamic Azad University - Isfahan (Khorasgan) Branch,Proposal,1
12/12/2018,Isfahan,Islamic Azad University - Isfahan (Khorasgan) Branch,Thesis,66
12/12/2018,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,15
12/12/2018,Isfahan,University of Isfahan,Thesis,1
12/12/2018,Kerman,Rafsanjan University of Medical Sciences,Proposal,6
12/12/2018,Kerman,Rafsanjan University of Medical Sciences,Thesis,2
12/12/2018,Markazi ,Arak University of Medical Sciences,Proposal,18
12/12/2018,Markazi ,Arak University of Medical Sciences,Thesis,18
12/12/2018,Mazandaran,Mazandaran University of Medical Sciences,Proposal,1
12/12/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,2
12/12/2018,Tehran,Iran University of Medical Sciences,Thesis,2
12/12/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,3
12/12/2018,West Azerbaijan,Urmia University of Medical Sciences,Proposal,8
12/12/2018,West Azerbaijan,Urmia University of Medical Sciences,Thesis,34
12/13/2018,Isfahan,Islamic Azad University- Najafaba Branch,Proposal,1
12/13/2018,Isfahan,Islamic Azad University- Najafaba Branch,Thesis,19
12/13/2018,Qazvin,Qazvin University of Medical Sciences,Thesis,3
12/13/2018,Razavi Khorasan,Islamic Azad University - Neyshabur Branch,Thesis,7
12/15/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,2
12/15/2018,Fars,Shiraz University of Medical Sciences,Proposal,6
12/15/2018,Fars,Shiraz University of Medical Sciences,Thesis,7
12/15/2018,Gilan,Guilan university of medical sciences,Proposal,14
12/15/2018,Gilan,Guilan university of medical sciences,Thesis,13
12/15/2018,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Thesis,6
12/15/2018,Mazandaran,Mazandaran University of Medical Sciences,Proposal,5
12/15/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,1
12/15/2018,Razavi Khorasan,Mashhad University of Medical Sciences,Proposal,5
12/15/2018,Razavi Khorasan,Mashhad University of Medical Sciences,Thesis,3
12/15/2018,Tehran,Iran University of Medical Sciences,Thesis,1
12/15/2018,Tehran,Rajaie Cardiovascular Medical and Research Center,Proposal,2
12/15/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,5
12/15/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,2
12/15/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Thesis,2
12/16/2018,Fars,Fasa University of Medical Sciences,Thesis,1
12/16/2018,Markazi ,Arak University of Medical Sciences,Proposal,6
12/16/2018,Markazi ,Arak University of Medical Sciences,Thesis,4
12/16/2018,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Proposal,6
12/16/2018,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Thesis,18
12/16/2018,Tehran,National Institute for Health Research - Tehran University of Medical Sciences,Proposal,3
12/16/2018,Tehran,School of Dentistry- Tehran University of Medical Sciences,Proposal,1
12/16/2018,Tehran,School of Medicine,Proposal,3
12/16/2018,Tehran,School of Medicine,Thesis,1
12/16/2018,Tehran,Vice-Chancellor in Research Affairs - Shahid Beheshti University of Medical Sciences,Proposal,118
12/16/2018,Tehran,Vice-Chancellor in Research Affairs - Shahid Beheshti University of Medical Sciences,Thesis,13
12/16/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,2
12/17/2018,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,2
12/17/2018,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Proposal,1
12/17/2018,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Thesis,1
12/17/2018,Mazandaran,Mazandaran University of Medical Sciences,Proposal,7
12/17/2018,Razavi Khorasan,Sabzevar University of Medical Sciences,Proposal,1
12/17/2018,Razavi Khorasan,Sabzevar University of Medical Sciences,Thesis,3
12/17/2018,Tehran,Farabi Eye Hospital- Tehran University of Medical Sciences,Thesis,1
12/17/2018,Tehran,Iran University of Medical Sciences,Thesis,1
12/17/2018,Tehran,Pasteur Institute of Iran,Proposal,2
12/17/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,2
12/17/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,3
12/17/2018,Yazd,School of Public Health - Shahid Sadoughi University of Medical Sciences,Proposal,7
12/17/2018,Yazd,School of Public Health - Shahid Sadoughi University of Medical Sciences,Thesis,4
12/18/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,1
12/18/2018,Fars,Shiraz University of Medical Sciences,Proposal,4
12/18/2018,Fars,Shiraz University of Medical Sciences,Thesis,6
12/18/2018,Ilam,Ilam University of Medical Sciences,Thesis,1
12/18/2018,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,1
12/18/2018,Khuzestan,Research Center & Experimental Animal House - Ahvaz Jundishapur University of Medical Sciences,Thesis,4
12/18/2018,Mazandaran,Mazandaran University of Medical Sciences,Proposal,1
12/18/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,1
12/18/2018,Qazvin,Qazvin University of Medical Sciences,Proposal,3
12/18/2018,Qazvin,Qazvin University of Medical Sciences,Thesis,4
12/18/2018,Qom,Islamic Azad University- Qom Branch,Thesis,1
12/18/2018,Razavi Khorasan,Neyshabur University of Medical Sciences,Proposal,3
12/18/2018,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Proposal,13
12/18/2018,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Thesis,20
12/18/2018,Razavi Khorasan,Torbat Heydariyeh University of Medical Sciences,Proposal,8
12/18/2018,Semnan,Semnan University Of Medical Sciences and Health Services,Proposal,7
12/18/2018,Semnan,Semnan University Of Medical Sciences and Health Services,Thesis,12
12/18/2018,Tabriz,Islamic Azad University-Tabriz Branch,Thesis,6
12/18/2018,Tehran,School of Medicine,Thesis,1
12/18/2018,Tehran,School of Medicine - Shahid Beheshti University of Medical Sciences,Proposal,4
12/18/2018,Tehran,School of Medicine - Shahid Beheshti University of Medical Sciences,Thesis,11
12/18/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,18
12/18/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,1
12/18/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Thesis,1
12/18/2018,Zanjan,Zanjan University of Medical Sciences,Thesis,16
12/19/2018,Fars,Islamic Azad University-Arsanjan Branch,Thesis,2
12/19/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,3
12/19/2018,Fars,Shiraz School of Rehabilitation Sciences,Thesis,6
12/19/2018,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Proposal,1
12/19/2018,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,1
12/19/2018,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Proposal,11
12/19/2018,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,2
12/19/2018,Mazandaran,Imam Hospital- Mazandaran University of Medical Sciences,Proposal,2
12/19/2018,Mazandaran,Imam Hospital- Mazandaran University of Medical Sciences,Thesis,5
12/19/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,2
12/19/2018,Razavi Khorasan,Mashhad Medical Science Islamic Azad University,Thesis,5
12/19/2018,Razavi Khorasan,School of Dentistry - Mashhad University of Medical Sciences,Proposal,3
12/19/2018,Razavi Khorasan,School of Dentistry - Mashhad University of Medical Sciences,Thesis,15
12/19/2018,Sistan and Baluchestan,Zahedan University Of Medical Sciences,Proposal,6
12/19/2018,Sistan and Baluchestan,Zahedan University Of Medical Sciences,Thesis,16
12/19/2018,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Thesis,15
12/19/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,1
12/19/2018,Tehran,School of Nursing and Midwifery & Rehabilitation - Tehran University of Medical Sciences,Proposal,3
12/19/2018,Tehran,School of Nursing and Midwifery & Rehabilitation - Tehran University of Medical Sciences,Thesis,10
12/19/2018,Tehran,Tarbiat Modares University,Thesis,13
12/19/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,1
12/20/2018,Fars,Shiraz University of Medical Sciences,Thesis,1
12/22/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Proposal,1
12/22/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,5
12/22/2018,Fars,Shiraz University of Medical Sciences,Proposal,12
12/22/2018,Fars,Shiraz University of Medical Sciences,Thesis,8
12/22/2018,Hamadan,Hamadan University of Medical Scieneces,Proposal,32
12/22/2018,Hamadan,Hamadan University of Medical Scieneces,Thesis,32
12/22/2018,Khuzestan,Ahvaz Jundishapur University of Medical Sciences,Proposal,6
12/22/2018,Khuzestan,Ahvaz Jundishapur University of Medical Sciences,Thesis,16
12/22/2018,Kohgiluyeh and Boyer-Ahmad,Yasuj University of Medical Sciences,Proposal,2
12/22/2018,Kohgiluyeh and Boyer-Ahmad,Yasuj University of Medical Sciences,Thesis,3
12/22/2018,Semnan,Shahroud University of Medical Sciences,Proposal,16
12/22/2018,Semnan,Shahroud University of Medical Sciences,Thesis,6
12/22/2018,Tehran,Children’s Medical Center- Tehran University of Medical Sciences,Proposal,5
12/22/2018,Tehran,Children’s Medical Center- Tehran University of Medical Sciences,Thesis,8
12/22/2018,Tehran,Islamic Azad University - Dental Branch Tehran - Iran,Thesis,9
12/22/2018,Tehran,School of Medicine,Thesis,1
12/23/2018,Alborz,Alborz University of Medical Sciences,Proposal,17
12/23/2018,Alborz,Alborz University of Medical Sciences,Thesis,6
12/23/2018,Ardabil,Ardabil University of Medical Sciences,Proposal,6
12/23/2018,Ardabil,Ardabil University of Medical Sciences,Thesis,16
12/23/2018,Chaharmahal and Bakhtiari,Shahrekord University of Medical Sciences,Proposal,16
12/23/2018,Chaharmahal and Bakhtiari,Shahrekord University of Medical Sciences,Thesis,7
12/23/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,4
12/23/2018,Golestan,Golestan University of Medical Sciences,Proposal,8
12/23/2018,Golestan,Golestan University of Medical Sciences,Thesis,18
12/23/2018,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,3
12/23/2018,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Thesis,1
12/23/2018,Kerman,Rafsanjan University of Medical Sciences,Proposal,6
12/23/2018,Kerman,Rafsanjan University of Medical Sciences,Thesis,1
12/23/2018,Sistan and Baluchestan,Zahedan University Of Medical Sciences,Thesis,9
12/23/2018,Tehran,AJA University of Medical Sciences,Proposal,4
12/23/2018,Tehran,AJA University of Medical Sciences,Thesis,3
12/23/2018,Tehran,Iran University of Medical Sciences,Proposal,1
12/23/2018,Tehran,Iran University of Medical Sciences,Thesis,1
12/23/2018,Tehran,School of Medicine,Proposal,5
12/23/2018,Tehran,School of Medicine,Thesis,8
12/23/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,6
12/23/2018,Zanjan,Isalimc Azad University-Zanjan Branch,Thesis,10
12/24/2018,Fars,Fasa University of Medical Sciences,Proposal,11
12/24/2018,Fars,Fasa University of Medical Sciences,Thesis,1
12/24/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,2
12/24/2018,Isfahan,"Faculty of Nursing & Midwifery, Faculty of Health & Faculty of Paramedicine- Kashan University of Medical sciences",Proposal,2
12/24/2018,Lorestan,Lorestan University of Medical Sciences,Proposal,17
12/24/2018,Lorestan,Lorestan University of Medical Sciences,Thesis,22
12/24/2018,Qazvin,Qazvin University of Medical Sciences,Proposal,4
12/24/2018,Qazvin,Qazvin University of Medical Sciences,Thesis,5
12/24/2018,Tabriz,Tabriz University of Medical Sciences,Proposal,5
12/24/2018,Tabriz,Tabriz University of Medical Sciences,Thesis,15
12/24/2018,Tehran,Iran University of Medical Sciences,Thesis,1
12/24/2018,Tehran,School of Nursing and Midwifery & Rehabilitation - Tehran University of Medical Sciences,Thesis,2
12/24/2018,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Proposal,2
12/24/2018,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Thesis,6
12/24/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,4
12/24/2018,Tehran,shahed university,Proposal,1
12/24/2018,Tehran,shahed university,Thesis,9
12/25/2018,Fars,Shiraz University of Medical Sciences,Proposal,17
12/25/2018,Fars,Shiraz University of Medical Sciences,Thesis,17
12/25/2018,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,1
12/25/2018,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Thesis,2
12/25/2018,Kurdistan,Kurdistan University of Medical Sciences,Proposal,10
12/25/2018,Kurdistan,Kurdistan University of Medical Sciences,Thesis,19
12/25/2018,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Proposal,6
12/25/2018,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Thesis,13
12/25/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,1
12/25/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,3
12/25/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Thesis,3
12/26/2018,Alborz ,Islamic Azad University - Karaj Branch,Thesis,1
12/26/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Proposal,2
12/26/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,5
12/26/2018,Ilam,Ilam University of Medical Sciences,Proposal,5
12/26/2018,Ilam,Ilam University of Medical Sciences,Thesis,23
12/26/2018,Kermanshah,Kermanshah University of Medical Sciences,Proposal,39
12/26/2018,Kermanshah,Kermanshah University of Medical Sciences,Thesis,23
12/26/2018,Mazandaran,Mazandaran University of Medical Sciences,Proposal,2
12/26/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,2
12/26/2018,Tehran,High Institute for Education and Research in Transfusion Medicine,Proposal,3
12/26/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,1
12/26/2018,Tehran,School of Public Health & Allied Medical Sciences- Tehran University of Medical Sciences,Proposal,3
12/26/2018,Tehran,School of Public Health & Allied Medical Sciences- Tehran University of Medical Sciences,Thesis,11
12/26/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,2
12/26/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Thesis,1
12/26/2018,West Azerbaijan,Islamic Azad University-Urmia Branch,Thesis,11
12/26/2018,West Azerbaijan,Urmia University of Medical Sciences,Proposal,4
12/26/2018,West Azerbaijan,Urmia University of Medical Sciences,Thesis,15
12/26/2018,Yazd,School of Medicine- Shahid Sadoughi University of Medical Sciences,Proposal,3
12/26/2018,Yazd,School of Medicine- Shahid Sadoughi University of Medical Sciences,Thesis,21
12/27/2018,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Thesis,7
12/27/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,4
12/28/2018,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Proposal,1
12/29/2018,Bushehr,Bushehr province university of medical sciences,Proposal,1
12/29/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,1
12/29/2018,Fars,Shiraz University of Medical Sciences,Proposal,4
12/29/2018,Fars,Shiraz University of Medical Sciences,Thesis,5
12/29/2018,Gilan,Guilan university of medical sciences,Proposal,18
12/29/2018,Gilan,Guilan university of medical sciences,Thesis,10
